epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
390,23638.8,0.27711,0.18133,0.87548,0.9991,1,0.995,0.95093,0.36947,0.15478,0.80723,7.445e-05,7.445e-05,7.445e-05
391,23698.4,0.22668,0.1537,0.85706,0.9991,1,0.995,0.95626,0.36494,0.15502,0.80794,6.95e-05,6.95e-05,6.95e-05
392,23757.9,0.21583,0.13919,0.80687,0.99909,1,0.995,0.95498,0.36217,0.15448,0.8091,6.455e-05,6.455e-05,6.455e-05
393,23817.5,0.2158,0.14187,0.82795,0.99908,1,0.995,0.95401,0.36209,0.15478,0.80845,5.96e-05,5.96e-05,5.96e-05
394,23877.2,0.20536,0.13159,0.81576,0.9991,1,0.995,0.95026,0.36221,0.15425,0.80918,5.465e-05,5.465e-05,5.465e-05
395,23936.8,0.2164,0.13633,0.81437,0.99909,1,0.995,0.95174,0.36551,0.15543,0.81036,4.97e-05,4.97e-05,4.97e-05
396,23996.4,0.20229,0.13511,0.82009,0.9991,1,0.995,0.95476,0.36468,0.15465,0.80948,4.475e-05,4.475e-05,4.475e-05
397,24055.9,0.2189,0.14594,0.8188,0.9991,1,0.995,0.95475,0.36325,0.15396,0.80917,3.98e-05,3.98e-05,3.98e-05
398,24115.5,0.19962,0.13036,0.83785,0.9991,1,0.995,0.95234,0.36488,0.15456,0.80985,3.485e-05,3.485e-05,3.485e-05
399,24175.3,0.20751,0.13949,0.82034,0.9991,1,0.995,0.95276,0.36689,0.15816,0.81047,2.99e-05,2.99e-05,2.99e-05
400,24235,0.20022,0.13146,0.841,0.99909,1,0.995,0.95445,0.36953,0.15742,0.81113,2.495e-05,2.495e-05,2.495e-05
