epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
377,5115.79,0.47507,0.28322,0.86454,0.9984,1,0.995,0.87125,0.67672,0.27516,0.91253,0.00011569,0.00011569,0.00011569
378,5129.7,0.49694,0.29077,0.86879,0.99828,1,0.995,0.8732,0.67184,0.27402,0.91216,0.000111564,0.000111564,0.000111564
379,5143.53,0.48034,0.28694,0.86286,0.99796,1,0.995,0.87062,0.67853,0.27474,0.91441,0.000107438,0.000107438,0.000107438
380,5157.74,0.48723,0.28998,0.87076,0.99789,1,0.995,0.87147,0.6727,0.27578,0.91437,0.000103312,0.000103312,0.000103312
381,5171.68,0.47219,0.28053,0.85812,0.99818,1,0.995,0.87085,0.67483,0.27669,0.9133,9.91865e-05,9.91865e-05,9.91865e-05
382,5185.6,0.47557,0.2781,0.86332,0.99842,1,0.995,0.87247,0.67591,0.2782,0.91344,9.50607e-05,9.50607e-05,9.50607e-05
383,5199.49,0.49715,0.28785,0.86546,0.9985,1,0.995,0.87177,0.67042,0.27827,0.91217,9.09349e-05,9.09349e-05,9.09349e-05
384,5213.4,0.49058,0.28297,0.86898,0.9985,1,0.995,0.87561,0.66682,0.27405,0.91222,8.6809e-05,8.6809e-05,8.6809e-05
385,5227.45,0.50051,0.29413,0.87462,0.99849,1,0.995,0.87427,0.66603,0.27256,0.91235,8.26832e-05,8.26832e-05,8.26832e-05
386,5241.71,0.48444,0.29069,0.86583,0.99857,1,0.995,0.87238,0.66604,0.27503,0.91236,7.85574e-05,7.85574e-05,7.85574e-05
387,5255.75,0.47466,0.2835,0.86691,0.99843,1,0.995,0.87194,0.66796,0.27669,0.91231,7.44316e-05,7.44316e-05,7.44316e-05
388,5269.91,0.46742,0.28762,0.8594,0.99826,1,0.995,0.87316,0.66346,0.27423,0.90882,7.03057e-05,7.03057e-05,7.03057e-05
389,5283.9,0.48803,0.2897,0.87227,0.99794,1,0.995,0.87325,0.66141,0.27398,0.90803,6.61799e-05,6.61799e-05,6.61799e-05
390,5297.87,0.46241,0.2729,0.8554,0.99774,1,0.995,0.8744,0.67125,0.27716,0.91112,6.20541e-05,6.20541e-05,6.20541e-05
391,5311.8,0.39746,0.2437,0.82172,0.99597,1,0.995,0.87212,0.66897,0.27619,0.91344,5.79283e-05,5.79283e-05,5.79283e-05
392,5325.41,0.40338,0.23366,0.82385,0.9928,1,0.995,0.86992,0.66725,0.27409,0.9153,5.38024e-05,5.38024e-05,5.38024e-05
393,5339,0.38021,0.23391,0.81221,0.99253,1,0.995,0.86648,0.67704,0.27507,0.91857,4.96766e-05,4.96766e-05,4.96766e-05
394,5352.65,0.37717,0.22777,0.81275,0.99178,1,0.995,0.86771,0.67523,0.27618,0.91883,4.55508e-05,4.55508e-05,4.55508e-05
395,5366.31,0.38158,0.2288,0.82811,0.99151,1,0.995,0.86776,0.6738,0.2778,0.91883,4.1425e-05,4.1425e-05,4.1425e-05
396,5379.99,0.37192,0.22166,0.82549,0.99161,1,0.995,0.86752,0.67699,0.27962,0.91911,3.72991e-05,3.72991e-05,3.72991e-05
397,5393.55,0.37055,0.22179,0.81098,0.99167,1,0.995,0.86716,0.67606,0.28008,0.91868,3.31733e-05,3.31733e-05,3.31733e-05
398,5407.41,0.38288,0.22549,0.81886,0.99218,1,0.995,0.8677,0.67222,0.27962,0.91791,2.90475e-05,2.90475e-05,2.90475e-05
399,5420.93,0.38391,0.22014,0.81522,0.9922,1,0.995,0.86683,0.6707,0.27902,0.91712,2.49217e-05,2.49217e-05,2.49217e-05
400,5434.61,0.39175,0.22665,0.81877,0.99224,1,0.995,0.86803,0.67035,0.2786,0.91708,2.07958e-05,2.07958e-05,2.07958e-05
